Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

05:50:51 PM     CPU       MHz
05:50:56 PM     all    799.99
05:51:01 PM     all    799.99
05:51:06 PM     all    799.99
05:51:11 PM     all    799.99
05:51:16 PM     all    799.99
05:51:21 PM     all    799.99
05:51:26 PM     all    799.99
05:51:31 PM     all    799.99
05:51:36 PM     all    799.99
05:51:41 PM     all    799.99
05:51:46 PM     all    799.99
05:51:51 PM     all    799.99
05:51:56 PM     all    799.99
Average:        all    799.99
