Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

03:45:30 PM     CPU       MHz
03:45:35 PM     all    799.99
03:45:40 PM     all    799.99
03:45:45 PM     all    800.00
03:45:50 PM     all    799.99
03:45:55 PM     all    800.00
03:46:00 PM     all    799.99
03:46:05 PM     all    800.00
03:46:10 PM     all    800.00
03:46:15 PM     all    799.99
03:46:20 PM     all    799.99
03:46:25 PM     all    799.99
03:46:30 PM     all    799.99
03:46:35 PM     all    800.00
Average:        all    799.99
